ID   source_index target_index  pSource.x   pSource.y    pSource.z   pTarget.x   pTarget.y    pTarget.z   currentR  endvertex 
 276      11885      11884      6.22656      -5.25      -4.003      6.27902      -5.28125      -3.94478      0.001538      0
 277      3751      11885      6.27902      -5.28125      -3.94478      6.3125      -5.28125      -3.859      0.00059148      1
 278      11615      11885      6.27902      -5.28125      -3.94478      6.20312      -5.25      -3.828      0.00082313      0
 279      11689      11885      6.27902      -5.28125      -3.94478      6.34688      -5.28333      -3.96747      0.00059148      1
 280      3722      11615      6.20312      -5.25      -3.828      6.14062      -5.25      -3.783      0.000186653      1
 281      3951      3950      6.25781      -5.3125      -3.986      6.20312      -5.40625      -3.994      0.000273039      1
 282      11661      3950      6.25781      -5.3125      -3.986      6.30469      -5.34375      -3.967      0.000273039      1
 283      11662      3950      6.25781      -5.3125      -3.986      6.34375      -5.28125      -4.019      0.000273039      1
 284      11905      3726      6.40625      -4.71875      -4.305      6.42188      -4.75      -4.232      0.000197118      1
 285      3968      11903      6.51562      -4.625      -4.364      6.51562      -4.65625      -4.347      0.00868239      0
 286      11620      3968      6.51562      -4.65625      -4.347      6.51562      -4.71875      -4.345      0.00398779      1
 287      3752      11666      6.55634      -4.68561      -4.33197      6.55469      -4.75      -4.308      0.00789539      0
 288      3947      3752      6.55469      -4.75      -4.308      6.625      -4.78125      -4.31      0.00490589      0
 289      11664      3752      6.55469      -4.75      -4.308      6.60938      -4.8125      -4.307      0.00732852      0
 290      3781      11664      6.60938      -4.8125      -4.307      6.66406      -4.96875      -4.283      0.00640241      0
 291      3780      3781      6.66406      -4.96875      -4.283      6.70641      -5.08717      -4.367      0.00524168      0
 292      11694      3781      6.66406      -4.96875      -4.283      6.71875      -4.96875      -4.246      0.00270122      1
 293      3805      3780      6.70641      -5.08717      -4.367      6.78906      -5.125      -4.334      0.00435387      0
 294      11692      3780      6.70641      -5.08717      -4.367      6.60938      -5.1875      -4.516      0.00266117      0
 295      11845      3780      6.70641      -5.08717      -4.367      6.76562      -5.0625      -4.6      0.00219185      1
 296      11847      11692      6.60938      -5.1875      -4.516      6.625      -5.21875      -4.651      0.00035864      1
 297      3923      3805      6.78906      -5.125      -4.334      6.82812      -5.125      -4.365      0.0038365      0
 298      11726      3805      6.78906      -5.125      -4.334      6.82031      -5.15625      -4.372      0.0018716      1
 299      3832      3923      6.82812      -5.125      -4.365      6.88857      -5.15789      -4.35289      0.00341847      0
 300      11835      3832      6.88857      -5.15789      -4.35289      6.89062      -5.1875      -4.365      0.00306624      0
 301      3831      11835      6.89062      -5.1875      -4.365      6.875      -5.34375      -4.391      0.00179836      0
 302      3914      11835      6.89062      -5.1875      -4.365      6.98438      -5.1875      -4.357      0.00263542      0
 303      11829      3914      6.98438      -5.1875      -4.357      7.07812      -5.25      -4.356      0.00194335      0
 304      3847      11829      7.07812      -5.25      -4.356      7.07812      -5.3125      -4.246      0.000734795      1
 305      3848      11829      7.07812      -5.25      -4.356      7.11719      -5.21875      -4.274      0.00126716      0
 306      11757      3848      7.11719      -5.21875      -4.274      7.21875      -5.21875      -4.248      0.0006469      0
 307      3908      11757      7.21875      -5.21875      -4.248      7.24219      -5.15625      -4.246      0.000159557      1
 308      3915      3831      6.875      -5.34375      -4.391      6.84375      -5.40625      -4.282      0.000330527      1
 309      11860      3947      6.625      -4.78125      -4.31      6.8125      -4.75      -4.433      0.00156495      0
 310      3783      11860      6.8125      -4.75      -4.433      6.82031      -4.625      -4.45      0.000396882      1
 311      3933      11860      6.8125      -4.75      -4.433      6.82812      -4.8125      -4.439      0.000396882      1
 312      11697      11860      6.8125      -4.75      -4.433      6.875      -4.71875      -4.569      0.000396882      1
 313      11932      3992      6.52344      -4.375      -4.315      6.52344      -4.375      -4.225      0.000221545      1
 314      3730      4014      6.48438      -4.15625      -4.516      6.64844      -4.1875      -4.558      0.000971807      1
 315      11574      4014      6.48438      -4.15625      -4.516      6.58594      -4.28125      -4.574      0.000971807      1
 316      11575      4014      6.48438      -4.15625      -4.516      6.625      -4.21875      -4.603      0.00150444      0
 317      3758      11575      6.625      -4.21875      -4.603      6.77344      -4.28125      -4.652      0.000441197      1
 318      11475      3648      6.35156      -4.09375      -4.481      6.27344      -4.125      -4.525      0.00136456      0
 319      3602      11475      6.27344      -4.125      -4.525      6.17969      -4.15625      -4.629      0.000496609      1
 320      11985      11475      6.27344      -4.125      -4.525      6.28125      -4.09375      -4.635      0.000712593      0
 321      11986      11475      6.27344      -4.125      -4.525      6.24219      -4.15625      -4.491      0.000496609      1
 322      4039      11985      6.28125      -4.09375      -4.635      6.29688      -4.15625      -4.669      0.000175566      1
 323      11576      11956      6.63281      -3.96875      -4.27      6.65942      -4.10352      -4.27766      0.0250111      0
 324      3990      11576      6.65942      -4.10352      -4.27766      6.75781      -4.0625      -4.157      0.0237715      0
 325      3756      3990      6.75781      -4.0625      -4.157      6.79688      -4.1875      -4.076      0.0224701      0
 326      11900      3990      6.75781      -4.0625      -4.157      7.01562      -4      -4.24      0.0131046      0
 327      11876      11900      7.01562      -4      -4.24      7.20312      -4.03125      -4.209      0.0031421      0
 328      11703      11876      7.20312      -4.03125      -4.209      7.22656      -4.03125      -4.264      0.00228425      0
 329      11854      11703      7.22656      -4.03125      -4.264      7.3125      -4.125      -4.317      0.00163237      0
 330      11734      11854      7.3125      -4.125      -4.317      7.39844      -4.125      -4.506      0.000555648      1
 331      11902      3756      6.79688      -4.1875      -4.076      6.86719      -4.21875      -4.036      0.0214801      0
 332      3965      11902      6.86719      -4.21875      -4.036      6.91986      -4.21169      -4.04261      0.0112575      0
 333      11670      11902      6.86719      -4.21875      -4.036      6.91406      -4.25      -4.017      0.020881      0
 334      3812      11670      6.91406      -4.25      -4.017      6.99403      -4.34191      -3.99779      0.020134      0
 335      11669      11670      6.91406      -4.25      -4.017      6.86719      -4.3125      -3.939      0.0140066      0
 336      11622      11669      6.86719      -4.3125      -3.939      6.73438      -4.28125      -3.852      0.00357254      1
 337      11668      11669      6.86719      -4.3125      -3.939      6.84375      -4.34375      -3.806      0.00357254      1
 338      11878      11669      6.86719      -4.3125      -3.939      6.9375      -4.375      -3.944      0.00730661      0
 339      3945      11878      6.9375      -4.375      -3.944      6.95067      -4.39196      -3.9006      0.00413448      0
 340      11667      11878      6.9375      -4.375      -3.944      6.89949      -4.49324      -3.88854      0.00645468      0
 341      11881      11667      6.89949      -4.49324      -3.88854      6.88058      -4.57143      -3.87054      0.00565568      0
 342      11665      11881      6.88058      -4.57143      -3.87054      6.85889      -4.63379      -3.84766      0.00510453      0
 343      11696      11881      6.88058      -4.57143      -3.87054      6.89062      -4.625      -3.904      0.0028134      0
 344      11859      11696      6.89062      -4.625      -3.904      6.92969      -4.625      -3.988      0.000228704      1
 345      3934      11665      6.85889      -4.63379      -3.84766      6.94531      -4.6875      -3.744      0.00258096      0
 346      11695      11665      6.85889      -4.63379      -3.84766      6.8125      -4.78125      -3.818      0.00429221      0
 347      3935      11695      6.8125      -4.78125      -3.818      6.85938      -4.8125      -3.86      0.00174366      1
 348      3936      11695      6.8125      -4.78125      -3.818      6.79688      -4.90625      -3.845      0.00328914      0
 349      3948      11695      6.8125      -4.78125      -3.818      6.64844      -4.8125      -3.767      0.00196586      0
 350      11693      11695      6.8125      -4.78125      -3.818      6.72656      -4.90625      -3.759      0.00199153      0
 351      11882      11695      6.8125      -4.78125      -3.818      6.6875      -4.71875      -3.681      0.00174366      1
 352      11862      11693      6.72656      -4.90625      -3.759      6.6875      -4.96875      -3.743      0.000182405      1
 353      11663      3948      6.64844      -4.8125      -3.767      6.625      -4.75      -3.756      0.000161846      1
 354      3937      3936      6.79688      -4.90625      -3.845      6.72656      -5      -3.842      0.00244848      0
 355      11861      3936      6.79688      -4.90625      -3.845      6.73438      -4.90625      -3.887      0.00132778      1
 356      3804      3937      6.72656      -5      -3.842      6.79688      -5.0625      -3.762      0.000959437      1
 357      3938      3937      6.72656      -5      -3.842      6.68668      -4.98191      -3.80595      0.0018693      0
